Taxa	PT015	PT002	s58.Healthy.greaterthan5.Feces.Baseline	CN031	PH043	CN004	PH042	PH048	s.331.Healthylessthan5.Stool.1.2556	CN023	PT003	s.278.Healthylessthan5.Stool.visit1.2298	s064.Healthy_greaterthan5.Feces.Baseline	s.86.Healthy_greaterthan5.Feces.Baseline	PH029	s048.Healthy_lessthan5.Feces.Baseline	PH047	PH011	s.280.Healthylessthan5.Stool.visit1.2273	PH005	PH049	CN002	s.298.Healthylessthan5.Stool.1.2374	PT004	s066.Healthy_lessthan5.Feces.Baseline	s.91.Healthy.greaterthan5.Feces.Baseline	s.274.Healthylessthan5.Feces.Baseline	s.88.Healthy_greaterthan5.Feces.Baseline	PH045	PT012	PT018	PH025	CL007	PH024	s.87.Healthy_greaterthan5.Feces.Baseline	PT005	s60.Healthy.greaterthan5.Feces.Baseline	s.257.Healthylessthan5.Stool.1.1953	CN011	s083.Healthy_lessthan5.Feces.Baseline	s.109.Healthy.greaterthan5.Stool.1.910	PH021	CN013	PH008	CL009	PT013	PT014	PH002	PT019	s.294.HealthyLess.Than5.Stool.1.2296	CN029	PH028	s115.Healthy_greaterthan5.Feces.Baseline	PH022	CL002	CL005	PH020	CN022	PH019	PT006	s22.Healthy.Feces.Visit1	s69.Healthy_greaterthan5.Feces.Baseline	PH050	s.260.Healthylessthan5.Feces.Baseline	CN027	s.276.Healthylessthan5.Stool.visit1.2112	CN005	CN030	s.356.Healthy.lessthan5.Stool.1.2764	PT017	PH012	s95.Healthy.lessthan5.Feces.Baseline	CL010	s26.Healthy.Feces.Visit1	PH023	s.158.Healthy_lessthan5.Feces.Baseline	s30	PT009	PH017	s45.Healthy_lessthan5.Feces.Baseline	PH031	PT007	PT010	CL006	s.85.Healthy_greaterthan5.Feces.Baseline	PH018	s.290.Healthylessthan5.Stool.visit1.2284	CL003	s.84.Healthy_greaterthan5.Feces.Baseline	PH016	PH051	PH007	CN017	CL008	s.208.Healthy_lessthan5.Feces.Baseline	s.79.Healthy_greaterthan5.Feces.Baseline	CN026	PH027	PH038	PH041	s50.Healthy_lessthan5.Feces.Baseline	s47.Healthy_lessthan5.Feces.Baseline	PH040	s.75.Healthy_greaterthan5.Feces.Baseline	PH010	s128.Healthy_lessthan5.Feces.Baseline	s049.Healthy_greaterthan5.Feces.Baseline	PH035	s125.Healthy_lessthan5.Feces.Baseline	s.89.Healthygreaterthan5.Feces.Baseline	s.153.Healthy_lessthan5.Feces.Baseline	PH054	s46.Healthy.greaterthan5.Feces.Baseline	CN019	s70.Healthy_greaterthan5.Feces.Baseline	s.149.Healthy_lessthan5.Feces.Baseline	PH046	PH052	PT001	s.283.HealthyLess.Than5.Stool.1.2299	s.303.Healthylessthan5.Stool.1.2291	s.353.Healthygreaterthan5.Stool.1.2756	CN007	PH013	CN024	s68.Healthy_greaterthan5.Feces.Baseline	CN020	PH034	CL004	CN006	PH039	s.100.Healthygreaterthan5.Stool.visit1.798	PH037	s.74.Healthy_greaterthan5.Feces.Baseline	CN021	PH036	PH026	PT011	s6.Healthy.Feces.Visit1	CL001
p__Proteobacteria g__Hydrogenophaga s__sp. PBC	2	14	7	6	0	2	5	21	17	11	19	0	5	20	2	12	12	0	3	8	2	17	14	12	36	8	55	21	8	2	18	0	9	5	12	15	7	6	0	1	4	0	9	0	13	0	11	0	7	0	12	17	16	50	6	0	12	8	5	7	6	1	2	16	0	18	11	4	5	107	47	5	30	19	6	14	17	1	9	26	4	6	5	1	28	3	10	26	15	1	9	0	3	5	9	8	5	20	3	5	2	4	2	11	11	6	28	2	1	9	12	18	8	5	2	32	7	0	89	4	10	21	0	155	10	21	2	0	0	0	0	11	9	30	7	0	1	2	6	2
p__Proteobacteria g__Hydrogenophaga s__sp. RAC07	2	0	18	2	15	33	0	29	9	18	15	0	7	15	136	24	79	0	14	36	1	7	16	9	12	2	35	9	12	136	5	0	10	46	13	24	3	6	13	11	3	3	2	0	4	0	0	6	24	2	7	10	15	49	8	14	3	5	23	4	4	7	30	28	1	2	0	0	19	50	26	6	15	7	127	22	12	20	5	10	13	50	10	20	14	22	5	9	25	0	1	0	20	12	2	9	2	12	9	29	5	6	3	21	4	3	27	0	0	6	16	25	21	1	8	11	23	0	38	11	8	8	2	115	8	10	3	0	0	0	0	14	36	44	4	0	0	1	7	6
p__Proteobacteria g__Hydrogenovibrio s__crunogenus	11	3	8	3	0	2	5	51	42	0	0	2	5	3	5	10	0	0	0	35	0	3	0	5	14	2	22	2	5	0	1	0	22	5	3	0	1	63	3	0	37	3	0	0	2	0	3	0	16	19	17	45	42	3	36	2	0	1	0	0	12	63	3	24	3	8	8	11	26	2	0	0	9	7	16	1	2	1	0	4	0	16	15	3	10	1	0	9	2	1	0	0	0	0	30	63	0	62	18	0	51	0	0	81	38	1	7	67	3	7	12	1	26	135	85	1	1	0	0	1	11	19	82	0	8	8	0	1	2	0	32	1	1	16	5	58	0	0	2	0
p__Proteobacteria g__Hydromonas s__sp. F02	0	0	85	10	0	0	5	8	25	9	0	1	6	30	0	4	2	0	0	27	1	13	22	3	17	19	3	17	7	2	0	1	0	1	12	1	17	14	0	0	10	0	0	0	16	0	0	0	1	0	5	17	7	29	9	1	11	5	5	0	8	0	0	36	0	6	1	14	6	223	1	9	52	17	0	1	2	0	0	3	11	0	0	7	17	0	2	13	33	0	0	0	11	3	8	19	0	42	0	0	2	5	0	17	7	8	18	0	0	9	26	1	12	0	2	38	10	0	0	2	4	22	0	1	1	13	0	0	0	0	2	18	0	11	1	0	0	0	14	2
p__Proteobacteria g__Hyphomicrobium	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	0	0	0	7	0	0	1	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria g__Hyphomicrobium s__denitrificans	4	6	44	8	0	47	2	89	27	8	17	0	43	42	0	14	51	0	21	34	0	16	43	20	17	16	35	101	9	0	29	0	3	46	35	19	30	16	0	112	11	7	0	0	48	0	0	3	48	6	1	65	36	35	40	10	22	1	13	14	12	2	36	5	0	11	1	0	5	1	2	25	42	45	62	27	10	8	0	37	8	94	6	23	40	1	5	7	84	0	5	0	8	7	9	31	8	5	2	20	6	10	1	21	35	4	80	22	0	23	31	33	24	15	3	32	16	0	3	10	10	30	0	6	3	30	1	0	0	28	1	49	53	31	0	0	0	0	21	8
p__Proteobacteria g__Hyphomicrobium s__nitrativorans	1	2	12	3	0	1	1	11	15	11	10	0	14	17	0	10	6	0	7	16	0	32	33	27	0	3	7	5	8	0	8	0	4	4	15	68	3	11	0	15	0	9	0	0	31	0	0	0	33	4	1	8	45	16	21	0	17	4	29	3	5	1	7	18	2	3	0	0	12	23	1	11	27	11	61	1	5	0	1	7	4	11	17	5	37	0	12	1	21	4	0	0	0	9	4	3	6	4	71	1	2	3	0	2	25	0	38	35	0	13	12	12	11	0	3	2	3	0	5	0	2	37	0	11	0	2	0	0	0	1	9	4	39	21	0	0	0	0	25	0
p__Proteobacteria g__Hyphomicrobium s__sp. MC1	0	0	83	1	0	1	1	7	13	75	12	0	10	28	2	21	2	0	10	6	0	6	22	1	0	7	3	7	16	0	0	0	0	6	11	5	1	6	0	5	14	5	2	0	10	0	0	0	7	0	5	21	8	4	11	4	17	0	1	1	1	0	2	2	0	10	2	0	18	0	0	13	36	24	4	1	5	0	0	0	4	0	1	5	8	7	1	6	18	0	0	0	124	2	5	24	0	1	13	3	0	7	4	7	11	0	34	1	0	11	36	14	13	3	5	7	11	0	3	0	0	6	0	8	1	23	0	0	1	0	0	22	5	34	0	0	0	0	8	0
p__Proteobacteria g__Hyphomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria g__Hyphomonas s__neptunium	0	3	4	4	0	0	1	44	8	4	9	0	4	10	1	7	1	0	1	1	0	1	3	5	0	2	3	2	1	0	18	0	0	9	8	6	2	2	0	3	0	0	0	0	0	0	0	0	30	0	0	18	8	8	4	0	2	2	2	0	4	0	2	5	2	10	51	1	10	12	4	1	13	9	0	0	1	0	0	7	1	4	0	6	12	1	3	1	5	0	2	0	9	3	2	12	4	8	0	0	0	2	0	2	5	2	12	0	0	4	7	4	7	0	2	6	5	0	0	0	0	20	0	5	3	11	0	0	0	0	1	12	20	6	0	0	0	1	5	0
p__Proteobacteria g__Hyphomonas s__sp. CACIAM 19H1	0	9	23	13	0	17	2	29	9	1	4	15	13	11	1	18	4	0	10	2	0	5	69	2	20	65	25	7	7	0	5	0	3	55	5	16	35	7	1	0	6	0	0	0	6	207	0	0	26	136	20	16	8	29	16	1	1	6	7	5	0	1	17	43	1	9	1	0	2	6	0	2	87	10	4	10	5	10	0	20	2	28	8	13	60	6	3	0	19	0	2	0	0	4	107	4	1	0	12	3	2	6	3	4	6	1	23	4	0	5	9	10	13	3	0	55	3	0	1	2	11	51	1	1	8	9	0	0	0	0	1	15	2	8	0	0	0	0	8	211
p__Proteobacteria g__Hyphomonas s__sp. Mor2	1	3	2	4	0	0	4	21	5	5	12	0	2	9	0	2	25	0	25	0	0	3	8	4	17	3	3	6	5	0	13	0	1	6	0	6	2	1	0	0	0	2	0	0	18	0	0	0	5	6	0	4	5	7	5	4	2	2	5	1	1	2	15	4	1	5	0	0	7	3	1	1	5	13	0	2	0	0	0	1	1	9	11	2	4	0	6	0	8	0	9	0	5	5	4	3	16	0	0	2	3	4	1	13	8	2	8	0	0	2	4	3	12	0	2	1	17	0	0	1	1	12	0	5	5	6	0	0	0	19	2	2	4	7	2	0	0	0	3	8
p__Proteobacteria g__Idiomarina	0	0	2	0	0	1	0	0	5	0	0	0	1	6	1	15	4	0	8	5	0	0	12	0	4	0	11	0	7	0	0	0	28	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	5	7	0	2	3	0	1	0	1	0	0	0	0	2	1	0	0	3	0	0	2	0	1	0	1	0	0	15	5	0	0	0	1	0	0	0	57	0	1	0	10	0	0	0	0	0	14	1	0	5	4	0	7	0	0	5	0	2	2	0	0	0	0	1	0	0	8	3	3	0	0	0	3	1	0	0	0	8	0	0	0	0	0	1	0	5	0	0	0	0	0	0
p__Proteobacteria g__Idiomarina s__eae bacterium HL-53	0	0	0	3	0	1	0	1	0	0	0	0	22	1	2	2	0	0	2	2	0	0	12	2	8	6	1	1	0	10	1	0	0	3	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	5	0	2	0	1	0	1	1	0	0	3	2	2	3	0	1	1	1	6	1	0	0	1	2	0	11	1	0	1	0	3	1	5	0	0	11	0	0	0	2	1	5	0	0	0	6	3	0	0	1	0	0	5	0	0	0	1	0	2	1	1	1	0	3	0	0	1	2	1	0	0	0	10	0	8	1	2	2	1	5	2	0	0	29	0	5	2
p__Proteobacteria g__Idiomarina s__loihiensis	0	17	4	4	3	2	2	2	0	0	1	0	0	2	5	1	0	0	0	0	1	0	24	0	3	9	1	2	0	0	0	54	1	7	0	1	7	0	1	0	0	0	8	0	0	0	1	0	0	1	0	2	13	0	0	0	1	6	13	0	0	0	3	9	0	0	0	0	0	1	0	0	1	0	0	5	0	2	0	0	1	26	1	0	0	0	1	1	1	0	0	0	11	1	3	0	0	11	0	4	1	1	24	2	2	0	4	33	1	0	0	2	2	0	0	2	1	0	0	0	1	0	1	2	0	0	0	0	2	1	17	2	0	0	1	7	27	0	3	0
p__Proteobacteria g__Idiomarina s__piscisalsi	0	0	0	0	0	0	1	0	1	0	0	15	3	1	0	0	5	0	0	0	0	1	38	1	0	70	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	1	6	0	0	207	0	0	1	141	0	7	1	20	1	0	0	5	0	0	1	0	1	31	0	3	0	0	0	0	1	0	0	1	0	3	8	0	0	4	0	0	0	0	49	0	0	3	0	0	0	0	0	0	126	0	2	0	0	0	1	0	0	0	0	0	54	1	0	2	0	0	2	0	1	32	0	0	1	1	0	2	0	1	1	0	2	1	0	0	2	5	0	0	97	1	0	0	0	183
p__Proteobacteria g__Idiomarina s__sp. OT37-5b	0	4	19	1	2	2	0	2	13	4	31	0	5	90	2	34	10	0	26	3	0	4	19	39	16	0	5	44	0	0	8	0	58	7	9	62	2	7	0	0	9	7	0	2	39	0	0	0	1	13	1	4	45	14	8	0	5	3	29	3	3	2	37	20	29	1	1	0	4	13	0	18	4	11	50	37	5	0	0	6	2	2	16	95	84	0	1	0	12	8	0	0	6	8	19	31	1	46	47	2	25	12	2	2	25	4	52	8	1	6	20	2	5	1	1	8	22	0	2	0	8	25	6	0	10	6	0	1	0	0	32	15	16	4	2	0	0	0	0	1
p__Proteobacteria g__Idiomarina s__sp. X4	0	1	5	13	0	0	0	0	4	0	0	0	7	8	0	1	0	0	0	2	0	1	6	3	0	2	1	1	9	0	26	0	0	0	4	0	0	3	0	0	2	2	0	0	2	0	1	0	22	3	0	0	10	7	3	0	3	0	0	0	0	1	2	21	0	1	0	0	4	3	0	1	4	0	0	4	3	0	0	1	0	0	0	0	5	0	0	0	20	0	0	0	0	0	0	6	0	11	0	2	18	1	0	6	1	0	2	5	0	9	0	2	7	7	2	2	4	0	0	0	2	1	0	3	0	1	0	0	0	0	0	0	1	10	0	0	1	0	7	0
p__Proteobacteria g__Immundisolibacter s__cernigliae	2	3	30	22	0	0	7	77	43	170	21	0	12	21	5	15	12	0	17	14	1	20	34	17	0	9	21	50	6	0	5	0	4	12	28	25	2	6	0	0	4	0	0	0	22	0	0	0	48	0	14	35	19	64	17	0	19	10	7	0	6	3	18	32	2	19	32	0	11	4	3	16	14	55	16	1	20	0	1	16	6	46	1	9	45	10	20	16	69	0	8	0	240	11	6	13	1	6	3	6	8	11	10	17	21	14	99	30	2	16	69	28	14	15	6	10	11	0	2	2	1	39	0	13	23	31	0	0	0	0	0	26	49	49	0	0	0	2	18	2
p__Proteobacteria g__Jannaschia s__sp. CCS1	1	0	75	2	0	0	5	49	17	8	28	0	7	19	0	5	50	0	45	16	0	18	4	16	1	3	22	13	6	1	68	0	11	19	6	4	5	1	0	5	10	1	0	1	7	0	0	1	27	0	4	12	6	15	8	13	11	6	1	1	2	2	17	9	3	4	0	0	1	7	4	4	9	11	15	24	12	1	0	6	6	44	1	9	13	5	8	8	5	0	11	0	11	7	2	2	10	6	7	4	4	2	4	15	17	9	15	109	0	16	3	17	6	4	5	6	5	0	2	11	2	42	0	3	0	5	1	0	0	40	47	9	17	35	1	1	0	0	9	0
p__Proteobacteria g__Janthinobacterium	0	10	16	24	0	1	2	25	6	0	7	0	2	21	0	1	3	0	1	6	1	9	8	9	0	3	3	3	19	2	2	0	2	56	17	16	0	5	0	0	2	2	0	0	3	0	16	0	24	2	1	8	5	10	7	0	2	2	6	2	7	1	9	10	0	0	1	0	13	36	0	8	12	6	0	1	3	6	3	2	1	27	3	9	5	7	6	1	14	0	3	0	0	0	0	3	0	9	0	0	4	1	0	0	14	1	15	0	0	1	0	6	7	0	2	7	6	0	0	7	2	29	34	6	6	9	0	1	1	0	1	12	15	24	1	0	0	0	6	0
p__Proteobacteria g__Janthinobacterium s__agaricidamnosum	3	0	6	16	0	35	1	17	15	138	23	15	5	20	2	42	7	0	14	30	0	11	69	7	0	97	22	5	9	0	11	1	28	0	4	7	16	3	0	0	12	2	7	0	6	325	6	0	20	188	11	20	11	39	14	1	12	9	4	0	4	0	2	58	1	15	35	0	8	46	2	12	27	14	1	15	3	2	0	3	5	0	1	2	95	0	0	19	22	0	2	1	142	7	152	16	4	2	20	0	1	5	0	5	21	8	49	10	1	4	38	5	7	0	3	71	7	0	7	0	0	36	0	27	41	17	0	0	0	0	1	15	8	13	2	0	0	0	4	357
p__Proteobacteria g__Janthinobacterium s__sp. 1_2014MBL_MicDiv	0	0	6	2	7	0	4	8	17	102	10	0	5	9	49	8	7	0	6	24	1	12	18	20	27	13	37	2	8	2	2	0	1	54	19	6	0	3	0	10	12	2	0	0	5	13	1	0	6	22	13	24	20	31	10	4	7	0	2	0	6	0	2	13	0	22	4	0	19	29	3	21	18	27	15	0	4	0	5	9	5	52	16	2	23	1	3	7	18	0	0	0	133	10	22	10	1	4	6	4	3	10	1	6	6	2	35	0	0	4	45	15	4	2	6	13	7	0	7	1	18	21	0	13	3	15	0	0	0	0	1	16	6	24	1	0	0	0	2	18
p__Proteobacteria g__Janthinobacterium s__sp. B9-8	1	0	9	4	0	3	2	2	35	1	11	0	0	7	7	3	0	0	3	6	0	2	19	0	2	5	12	5	11	0	6	0	0	36	5	2	10	1	9	0	3	1	0	0	5	0	0	0	9	4	1	15	7	27	19	0	11	11	2	0	0	3	25	24	1	7	1	0	172	272	1	1	82	3	3	9	12	0	0	2	2	16	0	0	7	0	1	1	4	1	0	0	8	3	7	2	7	46	2	0	0	8	4	18	4	15	11	0	0	4	33	9	6	0	5	63	6	0	2	17	5	15	0	2	6	3	0	0	1	2	1	8	1	6	6	1	0	0	1	0
p__Proteobacteria g__Janthinobacterium s__sp. LM6	3	7	6	5	0	0	3	17	16	129	6	0	1	18	0	4	24	0	11	3	0	3	10	3	7	0	9	4	6	0	18	0	4	10	13	8	2	0	0	4	0	1	0	2	19	0	0	0	63	2	16	4	8	14	17	17	5	1	3	1	3	1	23	5	2	10	65	0	0	3	3	6	12	18	60	7	1	10	3	7	10	8	0	10	22	20	5	13	6	0	5	0	203	3	2	7	26	8	6	4	1	2	1	3	29	7	11	17	0	6	51	28	4	1	1	10	13	0	3	1	1	14	0	8	58	12	0	1	0	0	4	7	52	7	3	0	0	0	4	0
p__Proteobacteria g__Janthinobacterium s__sp. Marseille	0	0	5	0	1	0	0	1	8	12	1	0	7	4	0	5	3	0	1	10	0	7	2	25	5	0	1	2	0	1	2	0	0	19	16	55	0	8	4	0	0	7	0	0	13	0	0	0	3	0	1	3	34	16	4	0	3	0	16	2	1	0	7	15	1	14	1	0	4	35	1	2	7	13	43	4	0	0	0	4	1	34	6	12	20	0	1	2	0	1	0	0	13	10	1	1	0	5	5	1	0	0	0	1	25	2	3	12	0	5	1	4	9	0	4	3	2	0	2	2	3	9	0	3	1	3	0	0	2	0	10	6	1	11	1	0	1	0	5	2
p__Proteobacteria g__Janthinobacterium s__svalbardensis	6	0	36	10	1	29	2	11	12	7	6	0	63	54	0	9	1	0	2	19	0	11	24	9	17	14	18	31	11	2	19	247	2	2	9	5	36	14	0	0	5	1	0	0	10	0	0	0	16	2	3	11	91	22	67	0	11	5	73	4	3	2	10	10	0	9	0	0	7	2	1	11	14	56	9	7	8	0	4	3	3	3	0	1	18	0	6	1	42	0	9	0	1	3	9	20	13	66	21	59	0	8	106	7	24	1	35	1	0	15	30	15	6	54	1	13	17	0	6	6	9	30	0	14	2	12	1	0	1	6	5	46	7	26	0	0	34	5	20	1
p__Proteobacteria g__Jeongeupia s__sp. USM3	2	0	10	2	0	0	2	43	22	4	53	0	5	10	0	36	69	0	36	50	0	11	18	8	4	9	21	9	6	0	5	0	10	36	4	3	26	6	0	4	6	0	19	2	10	0	0	0	11	9	1	5	17	40	11	4	2	3	1	1	5	1	55	35	2	7	0	0	35	183	2	39	26	14	5	14	3	3	1	7	2	79	3	13	22	3	8	11	14	0	7	0	5	6	30	3	0	15	3	0	7	3	4	14	8	1	20	24	0	1	20	8	8	4	4	28	7	0	5	11	2	24	0	13	5	7	0	1	0	40	2	9	10	27	0	0	0	0	6	0
p__Proteobacteria g__Kangiella	0	0	0	5	0	0	13	9	0	0	0	0	0	0	0	2	20	0	3	1	0	8	0	5	3	0	3	0	0	0	1	0	2	8	0	4	0	0	0	0	2	0	0	0	7	0	3	0	2	1	0	1	0	1	1	9	0	0	0	1	1	2	3	0	6	0	0	0	2	1	0	0	0	0	4	0	0	2	0	0	0	44	0	9	0	1	0	0	0	0	7	0	0	0	1	0	1	0	4	1	0	0	1	1	3	4	2	14	0	2	1	9	0	0	1	2	1	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	18	1	1	0	0	0	0	0
p__Proteobacteria g__Kangiella s__geojedonensis	1	0	4	2	1	0	0	0	11	1	0	0	7	8	3	1	0	0	3	12	0	1	1	2	6	1	1	1	2	0	28	0	8	5	5	0	0	0	0	0	1	0	0	0	14	0	1	3	23	1	0	16	6	22	13	1	0	4	1	0	2	1	27	1	1	17	0	0	25	1	1	2	0	0	0	3	1	1	0	4	3	16	6	0	4	1	0	0	1	0	6	0	10	0	0	2	0	85	12	1	0	4	2	0	15	1	0	6	0	4	0	5	16	0	0	0	0	0	0	0	0	2	0	6	2	10	0	36	0	0	0	2	1	3	2	0	0	29	3	0
p__Proteobacteria g__Kangiella s__koreensis	0	4	4	7	49	1	0	3	3	0	0	0	2	0	2	1	1	0	0	0	0	1	0	0	2	0	62	21	0	0	0	0	0	3	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	2	2	1	8	0	8	2	0	0	5	1	5	1	0	2	0	0	7	0	0	0	14	11	1	51	0	0	0	1	2	0	0	0	8	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0	13	1	0	1	7	0	5	0	0	0	2	0	0	3	0	4	0	0	0	1	0	0	0	0	52	0	2	5	1	0	0	0	1	2
p__Proteobacteria g__Kangiella s__profundi	3	0	2	14	1	0	0	0	44	23	1	4	27	36	0	0	0	0	3	25	1	21	28	0	3	11	2	41	0	92	0	0	0	1	0	2	2	0	1	0	2	0	1	0	8	0	1	0	6	2	3	39	52	1	15	0	0	2	0	26	0	0	19	28	0	16	13	0	0	2	2	0	2	13	0	2	9	1	0	5	41	0	0	99	16	0	1	0	20	0	8	0	20	4	0	0	0	0	0	13	1	10	66	3	3	1	4	1	1	0	2	0	7	5	2	2	4	0	2	3	2	7	0	0	0	14	0	0	0	23	2	15	2	3	0	4	30	0	3	0
p__Proteobacteria g__Kangiella s__sediminilitoris	0	1	3	13	0	1	1	2	11	0	8	0	9	3	0	3	1	0	5	0	0	0	24	1	2	9	2	6	2	0	0	0	1	0	0	0	5	0	0	0	1	1	0	1	2	1	0	0	3	0	2	4	4	0	0	0	0	4	0	0	4	2	14	8	0	2	0	0	3	0	0	8	0	1	0	8	0	0	0	6	0	3	0	0	10	0	3	0	20	0	0	0	1	0	1	0	2	0	2	1	0	1	0	5	0	0	40	40	0	1	12	4	5	0	2	5	1	0	0	10	8	39	0	0	0	2	0	0	0	0	0	2	0	12	0	2	26	0	17	3
p__Proteobacteria g__Ketobacter s__alkanivorans	0	0	5	47	0	0	1	10	7	2	0	19	10	11	5	3	8	0	4	4	0	6	82	1	12	118	21	1	1	0	15	0	0	7	8	88	3	4	0	0	15	0	0	1	14	327	0	0	9	193	0	15	6	43	9	0	12	0	3	1	0	1	6	72	0	21	1	0	2	6	0	5	125	13	5	4	2	0	0	0	5	29	0	4	74	0	4	1	4	0	1	0	11	2	156	10	0	7	1	0	7	2	1	2	9	3	38	8	0	6	1	9	11	1	7	50	3	0	0	9	9	63	10	5	4	10	0	1	0	0	47	9	25	43	1	1	0	1	11	232
p__Proteobacteria g__Ketogulonicigenium	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	2	2	0	1	0	1	0	0	4	0	0	0	0	0	3	0	6	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	19	0	0	1	0	3	0	0	1	0	2	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
p__Proteobacteria g__Ketogulonicigenium s__robustum	0	5	13	11	0	19	2	23	26	3	8	0	8	25	0	9	12	0	12	14	0	4	23	8	26	6	34	18	4	0	17	0	4	40	11	14	1	1	5	2	15	0	0	0	38	0	0	1	17	2	1	17	9	37	12	0	9	0	6	1	1	1	67	14	1	24	2	0	2	0	0	20	25	35	39	25	1	31	100	12	1	26	1	1	23	0	3	8	59	0	0	0	24	11	10	6	0	2	1	27	3	4	1	18	3	1	50	17	0	4	14	15	10	3	0	8	10	0	1	4	18	6	0	7	3	12	1	0	0	1	60	12	10	32	0	0	0	0	23	0
p__Proteobacteria g__Ketogulonicigenium s__vulgare	0	4	86	19	0	14	1	14	11	0	10	0	7	24	0	6	44	0	20	29	0	7	12	8	33	0	26	3	5	0	9	0	10	66	8	16	0	2	2	2	8	1	0	1	18	0	0	2	31	1	2	9	21	28	2	1	3	0	4	2	2	9	21	5	1	15	3	0	4	10	0	2	5	8	78	14	32	9	0	6	2	80	3	15	2	1	7	1	28	1	2	0	0	3	4	3	4	3	16	13	4	0	2	14	6	0	41	0	0	12	8	43	5	2	11	11	31	0	0	1	1	9	3	5	5	4	1	0	0	0	2	16	57	8	4	0	0	0	0	0
p__Proteobacteria g__Kingella s__kingae	0	0	14	4	0	8	0	27	7	3	9	0	1	3	2	1	8	0	12	7	0	2	6	3	2	0	0	0	3	26	1	0	12	22	7	6	1	1	1	1	1	0	0	0	7	1	1	0	4	0	0	2	1	6	2	0	1	3	2	1	1	1	19	0	0	2	0	0	2	3	0	1	4	4	2	1	5	10	2	2	2	36	0	10	7	6	0	15	5	0	0	0	7	4	3	10	0	1	2	5	0	2	1	14	4	1	7	0	0	4	11	14	5	0	0	2	3	0	20	4	4	12	30	2	2	6	0	0	0	0	3	9	9	0	5	0	0	0	4	1
p__Proteobacteria g__Kingella s__Neisseriaceae bacterium DSM 100970	0	34	0	4	0	0	1	0	13	0	2	0	1	19	0	1	0	0	3	6	1	0	25	3	7	4	13	5	0	0	7	0	2	2	7	13	13	2	0	0	1	0	0	0	3	0	0	0	6	1	15	6	7	3	2	0	0	5	1	1	1	0	3	5	3	28	7	0	2	0	0	0	10	27	1	1	1	0	0	0	0	8	1	0	0	1	6	0	12	0	1	0	0	2	1	12	3	1	0	1	17	10	0	3	1	1	8	35	0	1	13	1	1	10	6	9	14	0	0	1	1	90	0	0	6	1	0	16	0	2	4	5	8	5	3	6	31	1	4	0
p__Proteobacteria g__Klebsiella	64945	23	234	78	4356	54204	7911	204	40	76	113	593	28	238	56	47	263	3	84	155	241	82	101	165	142	95	1054	43	25	2	197	10	129	1455	73	161	22	35	205676	4	27	11350	18	266	116	1254	157265	1	135	205	44	65	131	4420	47	241	32	36	31	524	40	18	60	134	16611	60	5554	56293	127	256	526	15	192	78	149	165	93	3282	2034	41	16	218	259	3994	76	55523	21	195	62	22	23	56	3487	36984	140	34	100	23054	1364	171	20	3	393	41	99	28	217	31	711316	36	304	67	34	1609	52	88	330	0	32	67	26	79	27660	78	576	78	18	23	435037	2394	76	63	948	78	417	440	213	58	73	1326
